病診区分,"
医療機関コード",医療機関名,都道府県コード,郵便番号,住所,構想区域コード,構想区域名,市町村コード,市町村名称,高度急性期機能の有無,急性期機能の有無,回復期機能の有無,慢性期機能の有無,科目,２．許可病床数・稼働病床数,,,,,,,,,救急医療の実施状況,,,,,職員数,,,,,,,,,,,,,,,,,,６．入院患者数の状況【平成29年7月1日～平成30年6月30日の1年間】,８．全身管理の状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,,,,,,,,９．疾患に応じたリハビリテーション・早期からのリハビリテーションの実施状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】,10．長期療養患者の受入状況【「平成30年６月診療分」であってかつ「平成30年７月審査分」】
病院,0101040030,札幌東徳洲会病院,01,〒065－0033,北海道札幌市東区北３３条東１４丁目３－１,0104,札幌,01103,北海道札幌市東区,〇,〇,  ,  ,"内科,呼吸器内科,消化器内科,消化器外科,循環器内科,小児科,外科,乳腺科,肛門科,整形外科,脳神経外科,心臓血管外科,皮膚科,形成外科,耳鼻咽喉科,泌尿器科,リハビリテーション科,放射線診断科,眼科,麻酔科,病理診断科,口腔外科,救急科,他",325,325,0,0,0,0,0,0,0,7786,1154,9162,2519,8891,81,11.1,340,14.7,12,2.4,46,3.3,26,0,10,0,9,0,18,1.5,47,9,12734,105,826,156,41,92,75,32,0,595,0
病院,0101040031,白石中央病院,01,〒003－0029,北海道札幌市白石区平和通３丁目北２番３号,0104,札幌,01104,北海道札幌市白石区,   ,〇,  ,〇,"内科,外科,整形外科,脳神経外科,リハビリテーション科",50,50,50,46,46,46,46,0,0,*,0,*,*,*,4,0.4,21,0.5,15,0,23,1.1,0,0,0,0,0,0,1,0,5,0,247,11,0,18,0,0,0,0,0,0,31
病院,0101040034,麻生整形外科病院,01,〒001－0908,北海道札幌市北区新琴似８条２丁目２番５号,0104,札幌,01102,北海道札幌市北区,   ,〇,  ,  ,"整形外科,リハビリテーション科,麻酔科",53,53,0,0,0,0,0,0,0,1012,21,0,0,153,8,2.76,52,0.7,1,0.9,7,0.9,14,0,0,0,0,0,10,0,11,0.7,1163,0,0,0,0,56,0,0,0,106,0
病院,0101040035,新川新道整形外科病院,01,〒001－0925,北海道札幌市北区新川５条４丁目２番８号,0104,札幌,01102,北海道札幌市北区,   ,〇,  ,〇,"整形外科,リハビリテーション科,リウマチ科,内科",32,32,32,40,40,40,40,0,0,555,16,235,23,143,2,5,20,0,9,0,10,0,8,0,1,0,0,0,0,0,1,0,423,0,0,0,0,0,0,0,0,47,0
病院,0101040037,さっぽろ神経内科病院,01,〒065－0021,北海道札幌市東区北２１条東２１丁目２番１号,0104,札幌,01103,北海道札幌市東区,   ,  ,  ,〇,"神経内科,内科,リハビリテーション科",62,60,0,0,0,0,0,0,0,0,0,0,0,*,4,1.6,36,0,0,0,2,0,11,0,7,0,7,0,0,0,4,0,583,0,0,0,0,0,0,0,0,86,0
病院,0101040039,愛全病院,01,〒005－0813,北海道札幌市南区川沿１３条２丁目１番３８号,0104,札幌,01106,北海道札幌市南区,   ,〇,〇,〇,"内科,消化器内科,呼吸器内科,リハビリテーション科,歯科,他",199,199,0,410,410,295,295,115,115,70,0,*,0,11,19,5.1,177,7.2,19,0,134,8.2,64,1.4,53,0,17,0,0,0,3,0.8,832,10,0,0,0,0,21,0,0,497,165
病院,0101040040,札幌呼吸器科病院,01,〒003－0021,北海道札幌市白石区栄通３丁目３番３５号,0104,札幌,01104,北海道札幌市白石区,   ,〇,  ,  ,"内科,呼吸器内科,消化器内科,アレルギー科,リハビリテーション科,他",52,52,0,0,0,0,0,0,0,0,0,0,0,71,3,1.45,16,0,5,0,5,1.82,1,0,0,0,0,0,0,0,3,0,614,0,0,31,0,0,0,0,0,14,0
病院,0101040041,札幌共立五輪橋病院,01,〒005－0802,北海道札幌市南区川沿２条１丁目２番５４号,0104,札幌,01106,北海道札幌市南区,   ,〇,  ,〇,"消化器内科,内科,外科,神経内科,呼吸器内科,放射線科,リハビリテーション科,アレルギー科,皮膚科,他",188,188,0,0,0,0,0,0,0,259,107,426,160,517,12,2.38,103,13.68,10,0.4,20,4.32,10,0,4,0,2,0,4,0,6,5.02,2462,0,68,26,0,0,0,0,0,91,0
病院,0101040044,札幌東豊病院,01,〒065－0017,北海道札幌市東区１７条東１５丁目３番１号,0104,札幌,01103,北海道札幌市東区,   ,〇,  ,  ,"小児科,産科,婦人科,麻酔科",67,67,0,0,0,0,0,0,0,8203,0,0,0,0,12,3.9,44,0,4,0,13,0,0,0,0,0,0,0,4,0,16,0,3753,0,0,0,0,12,0,0,0,0,0
病院,0101040047,野幌病院,01,〒069－0813,北海道江別市野幌町５３番地の５,0104,札幌,01217,北海道江別市,   ,〇,  ,〇,"内科,整形外科,リハビリテーション科,他",23,23,0,46,46,46,46,0,0,140,*,84,*,65,4,1.3,18,6.3,7,3.2,9,1.4,2,0,0,0,0,0,0,0,2,2.6,515,0,0,0,0,0,0,0,0,0,0
病院,0101040048,記念塔病院,01,〒004－0004,北海道札幌市厚別区厚別東４条３丁目３－６,0104,札幌,01108,北海道札幌市厚別区,   ,  ,  ,〇,"外科,内科,消化器内科,リハビリテーション科,他",0,0,0,170,170,110,110,60,60,0,0,*,0,*,5,1.2,38,0,19,0.7,53,2.9,4,0,3,0,0,0,0,0,5,0,113,0,0,0,0,0,0,0,54,81,106
病院,0101040049,愛育病院,01,〒064－0804,北海道札幌市中央区南四条西２５丁目２番１号,0104,札幌,01101,北海道札幌市中央区,   ,〇,  ,  ,"内科,糖尿病内科,消化器内科,外科,乳腺科,整形外科,小児科,循環器内科,リハビリテーション科,他",164,164,0,0,0,0,0,0,0,497,18,131,10,246,19,18.4,106,8.3,4,0,13,2,4,0,2,0,0,0,5,0.5,10,2,2971,58,111,36,0,16,0,0,0,87,0
病院,0101040050,札幌センチュリー病院,01,〒003－0825,北海道札幌市白石区菊水元町５条３丁目５番１０号,0104,札幌,01104,北海道札幌市白石区,   ,〇,  ,〇,"内科,消化器内科,循環器内科,外科,乳腺科,人工透析,整形外科,泌尿器科,麻酔科",150,150,0,0,0,0,0,0,0,108,12,98,*,86,11,4.4,69,20.3,19,3.8,13,7.8,4,0,2,0,1,0,7,0,14,3.9,1386,0,17,22,0,11,0,75,0,109,0
病院,0101040051,石橋胃腸病院,01,〒003－0863,北海道札幌市白石区川下３条４丁目２番１号,0104,札幌,01104,北海道札幌市白石区,   ,  ,  ,〇,"内科,消化器内科,人工透析",76,76,0,30,30,30,30,0,0,82,0,0,0,*,3,4.5,66,2.9,7,1,12,0,4,0,2,0,0,0,0,0,4,1.4,341,0,0,0,0,0,0,31,0,105,23
病院,0101040052,花川病院,01,〒061－3207,北海道石狩市花川南７条５丁目２番地,0104,札幌,01235,北海道石狩市,   ,  ,〇,〇,"内科,リハビリテーション科,歯科",0,0,0,180,180,180,180,0,0,*,0,*,0,*,6,3.7,52,0.7,13,0,44,3.8,53,0,39,0,21,0,0,0,0,0,741,0,0,0,0,0,0,0,0,187,21
病院,0101040053,桑園中央病院,01,〒060－0008,北海道札幌市中央区北８条西１６丁目２８－３５,0104,札幌,01101,北海道札幌市中央区,   ,〇,  ,〇,"内科,糖尿病内科,循環器内科,外科,泌尿器科,人工透析,リハビリテーション科,放射線科,麻酔科,形成外科",38,36,0,30,30,30,30,0,0,0,0,0,0,0,4,1,34,3,2,0,11,0,2,0,1,0,0,0,1,1,1,1,462,0,0,0,0,0,0,55,0,46,0
病院,0101040055,江別病院,01,〒069－0817,北海道江別市野幌代々木町８１番地の６,0104,札幌,01217,北海道江別市,   ,〇,  ,  ,"外科,脳神経外科,内科,消化器内科,呼吸器内科,小児外科,肛門科,リハビリテーション科,放射線科,麻酔科,整形外科,他",200,200,0,0,0,0,0,0,0,1438,163,2490,292,1161,19,3.5,86,7.1,21,3.1,20,2.2,6,0,3,0,3,0,4,0,14,1.1,2916,12,157,63,0,24,0,10,0,122,0
病院,0101040056,五輪橋整形外科病院,01,〒005－0802,北海道札幌市南区川沿２条１丁目２番５６号,0104,札幌,01106,北海道札幌市南区,   ,〇,〇,  ,"麻酔科,整形外科,リハビリテーション科,リウマチ科",95,95,0,0,0,0,0,0,0,0,0,0,0,0,7,1,31,1.5,7,0,12,0,9,0,6,0,0,0,2,0,4,1,887,0,0,0,0,12,0,0,0,56,0
病院,0101040057,恵庭第一病院,01,〒061－1447,北海道恵庭市福住町１丁目６番６,0104,札幌,01231,北海道恵庭市,   ,〇,  ,〇,"内科,消化器内科,呼吸器内科,神経内科,小児科,外科,脳神経外科,整形外科,肛門科,泌尿器科,リハビリテーション科,人工透析,他",159,154,0,40,40,40,40,0,0,556,17,592,95,489,6,3.2,50,3.6,29,1.4,33,2.5,6,0,2,0,2,0,0,0,8,1.1,1040,37,34,29,0,0,0,17,0,94,17
病院,0101040058,札幌太田病院,01,〒063－0005,北海道札幌市西区山の手５条５丁目１番１号,0104,札幌,01107,北海道札幌市西区,   ,  ,  ,〇,"内科,精神科,神経内科,放射線科,心療内科",0,0,0,32,32,0,0,32,32,44,*,116,24,45,8,2,54,4,21,0.8,42,3.8,0,0,11,0,0,0,0,0,3,0.5,17,0,0,0,0,0,0,0,0,0,0
病院,0101040062,札幌宮の沢病院,01,〒006－0001,北海道札幌市手稲区西宮の沢１条４丁目１４番３５号,0104,札幌,01109,北海道札幌市手稲区,   ,  ,  ,〇,内科,0,0,0,355,355,355,355,0,0,91,*,*,*,0,7,4.9,49,4.5,39,3.3,82,8.9,3,0,3,0,2,0,0,0,1,0,311,0,0,0,0,0,0,0,11,154,315
病院,0101040063,札幌山の上病院,01,〒063－0006,北海道札幌市西区山の手６条９丁目１番１号,0104,札幌,01107,北海道札幌市西区,   ,〇,  ,〇,"脳神経内科,リウマチ科,消化器内科,整形外科,循環器内科,内科,リハビリテーション科,呼吸器内科,放射線科,脳神経外科,精神科,心療内科,外科,形成外科,他",288,288,288,0,0,0,0,0,0,16,13,17,*,29,17,1,169,3.8,9,0,83,0,31,1,29,0,8,0,0,0,10,1.5,1285,0,24,10,0,0,0,0,0,342,0
病院,0101040064,札幌第一病院,01,〒063－0034,北海道札幌市西区二十四軒４条３丁目４番２６号,0104,札幌,01107,北海道札幌市西区,   ,〇,〇,〇,"内科,外科,整形外科,脳神経外科,リウマチ科,リハビリテーション科,放射線科",52,52,0,89,89,89,89,0,0,92,14,59,*,22,6,4.1,47,5.2,10,0.8,16,4.4,17,0,7,0,0,0,1,0,8,2.8,1160,0,10,0,0,0,0,0,0,121,37
病院,0101040065,札幌平岡病院,01,〒004－0872,北海道札幌市清田区平岡２条１丁目１５番２０号,0104,札幌,01110,北海道札幌市清田区,   ,  ,  ,〇,"内科,リハビリテーション科",0,0,0,240,240,240,240,0,0,90,0,0,0,*,7,1.6,30,0,28,1.6,39,10.9,3,0,3,0,0,0,0,0,0,0,389,0,0,0,0,0,0,0,0,78,60
病院,0101040066,札幌緑誠病院,01,〒006－0004,北海道札幌市手稲区西宮の沢４条４丁目１８番１１号,0104,札幌,01109,北海道札幌市手稲区,   ,  ,  ,〇,内科,0,0,0,342,342,342,342,0,0,54,0,29,0,0,9,0,48,10.5,32,5.2,83,15.3,2,0,4,0,1,0,0,0,1,0.8,246,0,0,0,0,0,0,0,0,176,282
病院,0101040067,札幌南整形外科病院,01,〒005－0033,北海道札幌市南区南３３条西１１丁目４番１号,0104,札幌,01106,北海道札幌市南区,   ,〇,  ,  ,"整形外科,リハビリテーション科,麻酔科",120,120,0,0,0,0,0,0,0,750,28,184,15,300,9,0,60,10.7,6,0,16,0,8,0,1,0,0,0,6,2.4,8,3.9,1700,0,0,0,0,44,0,0,0,98,0
病院,0101040069,耳鼻咽喉科麻生病院,01,〒007－0840,北海道札幌市東区北４０条東１丁目１番７号,0104,札幌,01103,北海道札幌市東区,   ,〇,  ,  ,"耳鼻咽喉科,麻酔科,口腔外科,他",35,35,0,0,0,0,0,0,0,24699,123,*,*,74,3,6.03,43,0.5,1,0,1,0,0,0,0,0,5,0,6,0,18,0.5,1676,0,0,0,0,0,0,0,0,0,0
病院,0101040070,いとう整形外科病院,01,〒060－0062,北海道札幌市中央区南２条西１０丁目５番地,0104,札幌,01101,北海道札幌市中央区,   ,〇,〇,  ,"整形外科,内科,リハビリテーション科,麻酔科",80,80,36,0,0,0,0,0,0,779,25,229,12,204,7,2,43,0,5,0,9,0,10,0,2,0,0,0,5,0,8,0,1171,0,0,0,0,0,0,0,0,0,0
病院,0101040075,北海道脳神経外科記念病院,01,〒063－0869,北海道札幌市西区八軒９条東５丁目１ー２０,0104,札幌,01107,北海道札幌市西区,〇,〇,〇,〇,"脳神経外科,脳神経内科,心臓血管外科,放射線科,リハビリテーション科,麻酔科,歯科,他",134,134,0,0,0,0,0,0,0,401,103,1025,309,951,15,1,91,4.9,10,3.4,27,4.5,16,0,16,0,9,0,7,0,9,2.7,1720,51,0,136,0,35,0,0,0,0,0
病院,0101040079,札幌道都病院,01,〒065－0017,北海道札幌市東区北１７条東１４丁目３番２号,0104,札幌,01103,北海道札幌市東区,   ,〇,〇,  ,"内科,外科,消化器内科,呼吸器内科,神経内科,形成外科,肛門科,リハビリテーション科,放射線科,麻酔科,他",188,188,0,0,0,0,0,0,0,187,121,522,323,622,20,0.6,67,7.6,6,0.9,28,0,16,0,5,0,3,0,0,0,2,3.2,3972,28,167,110,0,75,0,0,0,174,0
病院,0101040080,札幌百合の会病院,01,〒002－8081,北海道札幌市北区百合が原１１丁目１８６番地,0104,札幌,01102,北海道札幌市北区,   ,  ,  ,〇,"内科,呼吸器内科,消化器内科,リハビリテーション科,他",48,48,0,88,88,88,88,0,0,66,0,26,0,10,4,2.1,38,0.9,9,0.5,39,0.7,8,0,5,0,4,0,0,0,3,0.9,102,0,0,0,0,0,0,0,0,73,79
病院,0101040081,三樹会病院,01,〒003－0002,北海道札幌市白石区東札幌２条３丁目６－１０,0104,札幌,01104,北海道札幌市白石区,   ,〇,  ,  ,"皮膚科,泌尿器科,放射線科,麻酔科",99,99,0,0,0,0,0,0,0,372,70,228,64,137,11,1.28,48,0,9,0,12,0,0,0,0,0,0,0,4,0,6,0,2283,0,0,0,0,0,0,0,0,0,0
病院,0101040087,太黒胃腸内科病院,01,〒001－0011,北海道札幌市北区北１１条西３丁目１番１５号,0104,札幌,01102,北海道札幌市北区,   ,〇,  ,  ,"内科,消化器内科",60,60,0,0,0,0,0,0,0,158,*,*,0,27,5,0.4,29,0,0,0.7,0,0,0,0,0,0,0,0,0,0,7,0,1481,0,0,0,0,0,0,0,0,0,0
病院,0101040089,千歳豊友会病院,01,〒066－0034,北海道千歳市富丘１丁目６１８－６,0104,札幌,01224,北海道千歳市,   ,〇,〇,〇,"脳神経外科,内科,循環器内科,人工透析,麻酔科,リハビリテーション科,他",37,37,0,78,78,78,78,0,0,70,22,0,0,311,5,2.13,42,2.6,8,1.4,28,1.1,16,0,18,0,9,0,0,0,2,1.3,615,0,22,0,0,0,0,0,0,129,0
病院,0101040093,さっぽろ二十四軒病院,01,〒063－0802,北海道札幌市西区二十四軒２条４丁目７番２０号,0104,札幌,01107,北海道札幌市西区,   ,  ,  ,〇,"内科,糖尿病内科,消化器内科,呼吸器内科,循環器内科,リハビリテーション科,他",40,40,0,0,0,0,0,0,0,147,*,*,0,*,4,0.49,36,0.8,2,0,5,2.4,1,0,1,0,0,0,0,0,6,0.8,191,0,0,0,0,0,0,0,0,0,0
病院,0101040094,いずみ会北星病院,01,〒066－0081,北海道千歳市清流５丁目１番１号,0104,札幌,01224,北海道千歳市,   ,〇,〇,〇,"整形外科,内科,麻酔科,リハビリテーション科,リウマチ科",40,40,0,100,100,100,100,0,0,31,*,304,13,97,7,3.3,62,0.85,13,0.45,32,1.59,24,0,17,0.6,4,0,3,0,5,0,1223,0,0,13,0,0,0,0,0,177,28
病院,0101040096,札幌整形循環器病院,01,〒004－0861,北海道札幌市清田区北野１条２丁目１１番３０号,0104,札幌,01110,北海道札幌市清田区,   ,〇,  ,  ,"内科,消化器内科,整形外科,リハビリテーション科,放射線科,麻酔科",120,120,0,61,61,0,0,61,61,576,11,334,*,243,13,0,56,4.7,11,1.66,23,0.37,10,0,2,0,0,0,5,0.8,8,3.1,1912,0,54,56,0,41,0,0,0,153,0
病院,0101040110,愛心メモリアル病院,01,〒065－0027,北海道札幌市東区北２７条東１丁目１番１５号,0104,札幌,01103,北海道札幌市東区,   ,〇,〇,  ,"心臓血管外科,循環器内科,外科,人工透析,眼科,皮膚科,他",71,71,0,0,0,0,0,0,0,111,39,338,110,285,8,2.7,58,3.3,0,0,5,4.6,2,0,0,0,0,0,4,0,5,2.5,148,14,102,58,19,0,0,11,0,33,0
病院,0101040111,札苗病院,01,〒007－0807,北海道札幌市東区東苗穂７条２丁目８番２０号,0104,札幌,01103,北海道札幌市東区,   ,〇,  ,〇,"内科,消化器内科,リハビリテーション科,他",54,54,0,54,54,0,0,54,54,0,0,0,0,0,4,2.3,32,0.9,4,0.3,28,0,6,0,4,0,1,0,0,0,7,0.4,328,0,0,0,0,0,0,0,0,0,0
病院,0101040114,えにわ病院,01,〒061－1408,北海道恵庭市黄金中央２丁目１番地１,0104,札幌,01231,北海道恵庭市,   ,〇,  ,  ,"内科,整形外科,リハビリテーション科,麻酔科,他",150,150,0,0,0,0,0,0,0,489,42,522,32,243,25,2.7,111,7,12,0.9,24,1.7,31,0,11,0,0,0,12,0,11,2.1,2859,0,0,99,0,152,0,0,0,308,0
病院,0101040115,さっぽろ病院,01,〒065－0005,北海道札幌市東区北５条東１１丁目１６番１号,0104,札幌,01103,北海道札幌市東区,   ,〇,  ,  ,"整形外科,麻酔科,リハビリテーション科",50,50,0,0,0,0,0,0,0,*,0,0,0,26,9,2.2,54,0.5,3,0,5,0,8,0,0,0,0,0,11,0,8,0,1242,0,0,22,0,26,0,0,0,127,0
病院,0101040119,川西内科胃腸科病院,01,〒064－0811,北海道札幌市中央区南１１条西８丁目２番２５号,0104,札幌,01101,北海道札幌市中央区,   ,〇,  ,〇,"内科,消化器内科,他",85,85,0,0,0,0,0,0,0,0,0,0,0,21,4,2.25,44,0.7,5,0.8,13,1.4,4,0,2,0,0,0,0,0,5,0.7,862,22,0,21,0,0,0,0,0,80,0
病院,0101040120,茨戸病院,01,〒061－3248,北海道石狩市花川東１２８番地１４,0104,札幌,01235,北海道石狩市,   ,〇,  ,〇,"内科,消化器内科,呼吸器内科,他",60,60,0,113,113,56,56,57,57,56,*,*,0,*,5,1.6,34,1.8,15,0,34,1.9,1,0,1,0,0,0,0,0,5,0.5,400,0,0,0,0,0,0,0,0,53,57
病院,0101040122,宮の森病院,01,〒064－0958,北海道札幌市中央区宮の森１２３７番地１,0104,札幌,01101,北海道札幌市中央区,   ,  ,  ,〇,"内科,歯科",0,0,0,240,240,240,240,0,0,0,0,0,0,0,7,0.1,37,0,30,0.7,45,22.5,2,1,1,2,0,0,0,0,1,0,256,0,0,0,0,0,0,0,0,144,126
病院,0101040125,牧田病院,01,〒001－0901,北海道札幌市北区新琴似１条２丁目６番２５号,0104,札幌,01102,北海道札幌市北区,   ,  ,  ,〇,"内科,アレルギー科,呼吸器内科",57,57,57,0,0,0,0,0,0,134,0,0,0,*,3,2.5,20,1.5,5,1.5,9,0,4,0.2,3,0.2,0,0,0,0,3,0.7,121,0,0,17,0,0,0,0,0,47,0
病院,0101040130,日本医療大学病院,01,〒062－0051,北海道札幌市豊平区月寒東１条１３丁目４番５号,0104,札幌,01105,北海道札幌市豊平区,   ,〇,〇,  ,"消化器内科,呼吸器内科,外科,肛門科,内科,リハビリテーション科,他",92,92,92,0,0,0,0,0,0,15,*,13,*,*,7,0.5,33,0.8,12,1,7,0,0,0,0,0,0,0,2,0,2,0,538,730,0,222,0,11,0,0,0,0,0
病院,0101040133,中田泌尿器科病院,01,〒063－0061,北海道札幌市西区西町北５丁目１番５号,0104,札幌,01107,北海道札幌市西区,   ,〇,  ,  ,"泌尿器科,麻酔科",28,28,0,0,0,0,0,0,0,82,34,93,48,76,5,0,29,1.7,1,0,0,0,0,0,0,0,0,0,4,0.4,5,1.3,931,0,26,0,0,0,0,0,0,0,0
病院,0101040137,荒木病院,01,〒002－8023,北海道札幌市北区篠路３条２丁目１番９２号,0104,札幌,01102,北海道札幌市北区,   ,  ,  ,〇,"精神科,内科",0,0,0,27,27,27,27,0,0,0,0,0,0,0,2,1.8,38,0,15,0,31,4.3,0,0,5,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0
病院,0101040141,札幌外科記念病院,01,〒064－0923,北海道札幌市中央区南２３条西１５丁目１番３０号,0104,札幌,01101,北海道札幌市中央区,   ,〇,  ,  ,"内科,外科,小児外科,整形外科,放射線科,消化器内科,肛門科,麻酔科,リハビリテーション科,他",99,99,0,0,0,0,0,0,0,42,20,313,103,72,9,2.43,50,0,4,0,15,0,11,0,0,0,0,0,4,0,9,0,1605,0,0,0,0,0,0,0,0,113,0
病院,0101040145,札幌優翔館病院,01,〒002－8042,北海道札幌市北区東茨戸２条２丁目８番２５号,0104,札幌,01102,北海道札幌市北区,   ,  ,  ,〇,"内科,外科,消化器内科,呼吸器内科,循環器内科,リハビリテーション科,人工透析,整形外科,他",96,96,48,48,48,48,48,0,0,307,*,17,*,*,3,6.5,33,9.4,11,0,31,4.3,10,0,4,0,4,0,0,0,5,0.7,294,34,41,10,0,0,0,0,0,141,34
病院,0101040154,心和病院,01,〒064－0913,北海道札幌市中央区南１３条西２０丁目１番６号,0104,札幌,01101,北海道札幌市中央区,   ,  ,  ,〇,"内科,リハビリテーション科,麻酔科,他",40,40,0,0,0,0,0,0,0,72,0,0,0,*,2,1.4,16,0.2,4,0,2,0,0,0,0,0,0,0,0,0,0,0,40,0,21,15,0,0,0,0,10,0,0
病院,0101040156,ふかざわ病院,01,〒063－0802,北海道札幌市西区二十四軒２条４丁目６番８号,0104,札幌,01107,北海道札幌市西区,   ,〇,  ,  ,"整形外科,リハビリテーション科,リウマチ科",60,51,0,0,0,0,0,0,0,0,0,0,0,32,2,6,13,0,7,0,7,0,6,0,0,0,0,0,1,0,2,0,252,0,0,0,0,12,0,0,0,39,0
病院,0101040159,岡本病院,01,〒060－0007,北海道札幌市中央区北７条西２６丁目３番１号,0104,札幌,01101,北海道札幌市中央区,   ,  ,〇,  ,"内科,精神科,心療内科,呼吸器内科,消化器内科,他",0,0,0,28,28,28,28,0,0,*,*,*,*,18,7,0,58,2.6,27,1.6,26,4,0,0,12,0,0,0,0,0,5,0,121,0,0,0,0,0,0,0,0,0,0
病院,0101040161,南札幌病院,01,〒064－0809,北海道札幌市中央区南９条西７丁目１番２３号,0104,札幌,01101,北海道札幌市中央区,   ,  ,  ,〇,"内科,糖尿病内科,消化器内科,循環器内科,呼吸器内科,リハビリテーション科,他",94,94,0,0,0,0,0,0,0,0,0,0,0,0,7,3,56,0.6,5,0,14,0,6,0,2,0,1,0,0,0,6,0,235,0,0,0,0,0,0,0,0,0,0
